0.00241147	0.370024
0.00465734	0.375946
0.0148345	0.382886
0.0182345	0.39012
0.0205135	0.401303
0.0216587	0.409855
0.0261925	0.41972
0.0273377	0.428272
0.0284855	0.43814
0.0296358	0.449323
0.0330396	0.458532
0.0353186	0.469714
0.0364689	0.480898
0.039874	0.490764
0.0410244	0.501947
0.0433046	0.513788
0.0455823	0.524313
0.047869	0.539443
0.0535378	0.552597
0.0569518	0.567068
0.0603582	0.577592
0.0626334	0.586801
0.0694245	0.596665
0.0739532	0.603899
0.0796079	0.609817
0.0886424	0.612442
0.0976653	0.609147
0.102166	0.601907
0.10779	0.592035
0.112283	0.580848
0.12016	0.568343
0.126904	0.553864
0.131393	0.540704
0.137009	0.526884
0.142625	0.512407
0.150492	0.495296
0.157232	0.478845
0.167348	0.457127
0.177466	0.436068
0.187596	0.421588
0.196593	0.405134
0.21237	0.392624
0.227025	0.383404
0.246202	0.378128
0.27216	0.377453
0.294735	0.378096
0.303767	0.379406
0.313921	0.377426
0.330852	0.378073
0.34665	0.376088
0.36245	0.37542
0.379376	0.373435
0.403078	0.37342
0.422265	0.373407
0.436944	0.376687
0.459522	0.378646
0.47533	0.382583
0.49565	0.384543
0.509198	0.386508
0.528384	0.385837
0.545314	0.385826
0.564493	0.381208
0.581415	0.37725
0.601719	0.371315
0.616383	0.3667
0.637816	0.360765
0.66151	0.356144
0.673922	0.35482
0.69988	0.354146
0.724716	0.356761
0.746166	0.359378
0.765358	0.361997
0.787928	0.360009
0.812753	0.357361
0.831933	0.353401
0.856752	0.347463
0.874807	0.345478
0.895123	0.345464
0.917703	0.348739
0.938035	0.357278
0.959492	0.363185
0.984329	0.366458
0.997884	0.372371
1.00465734	0.373024
1.0148345	0.382886
1.0182345	0.39012
1.0205135	0.401303179
1.0216587	0.409855
1.0261925	0.41972
1.0273377	0.428272
1.0284855	0.43814
1.0296358	0.449323
1.0330396	0.458532
1.0353186	0.469714
1.0364689	0.480898
1.039874	0.490764
1.0410244	0.501947
1.0433046	0.513788
1.0455823	0.524313
1.047869	0.539443
1.0535378	0.552597
1.0569518	0.567068
1.0603582	0.577592
1.0626334	0.586801
1.0694245	0.596665
1.0739532	0.603899
1.0796079	0.609817
1.0886424	0.612442
1.0976653	0.609147
1.102166	0.601907
1.10779	0.592035
1.112283	0.580848
1.12016	0.568343
1.126904	0.553864
1.131393	0.540704
1.137009	0.526884
1.142625	0.512407
1.150492	0.495296
1.157232	0.478845
1.167348	0.457127
1.177466	0.436068
1.187596	0.421588
1.196593	0.405134
1.21237	0.392624
1.227025	0.383404
1.246202	0.378128
1.27216	0.377453
1.294735	0.378096
1.303767	0.379406
1.313921	0.377426
1.330852	0.378073
1.34665	0.376088
1.36245	0.37542
1.379376	0.373435
1.403078	0.37342
1.422265	0.373407
1.436944	0.376687
1.459522	0.378646
1.47533	0.382583
1.49565	0.384543
1.509198	0.386508
1.528384	0.385837
1.545314	0.385826
1.564493	0.381208
1.581415	0.37725
1.601719	0.371315
1.616383	0.3667
1.637816	0.360765
1.66151	0.356144
1.673922	0.35482
1.69988	0.354146
1.724716	0.356761
1.746166	0.359378
1.765358	0.361997
1.787928	0.360009
1.812753	0.357361
1.831933	0.353401
1.856752	0.347463
1.874807	0.345478
1.895123	0.345464
1.917703	0.348739
1.938035	0.357278
1.959492	0.363185
1.984329	0.366458
1.997884	0.372371
