0.000000000000000000e+00 2.924099052548649880e-01
4.408483919597991005e-03 3.005813629218838101e-01
8.816967839195980275e-03 3.101386374426547410e-01
1.322545175879397301e-02 3.227002924640309800e-01
1.763393567839195708e-02 3.312115125455959430e-01
2.204241959798994982e-02 3.493821924501348541e-01
2.645090351758794256e-02 3.672121571896587167e-01
3.085938743718592836e-02 3.854842515307569384e-01
3.526787135678392110e-02 4.233068164954526535e-01
3.967635527638191384e-02 4.497629472272126616e-01
4.408483919597989964e-02 4.726360668700829715e-01
4.849332311557789238e-02 5.124741912128510934e-01
5.290180703517588512e-02 5.380467704940541385e-01
5.731029095477387092e-02 5.615212749719166174e-01
6.171877487437185672e-02 5.905312792632995134e-01
6.612725879396985640e-02 6.166213371319472225e-01
7.053574271356784220e-02 6.339316624941857548e-01
7.494422663316582800e-02 6.508482763438968588e-01
7.935271055276382768e-02 6.669747782178063744e-01
8.376119447236181348e-02 6.735833652661044058e-01
8.816967839195979928e-02 6.790315757013798414e-01
9.257816231155779896e-02 6.795548037537126884e-01
9.698664623115578476e-02 6.727452556978641418e-01
1.013951301507537706e-01 6.659357897736474241e-01
1.058036140703517702e-01 6.591265092029593431e-01
1.102120979899497560e-01 6.523172286322712621e-01
1.146205819095477280e-01 6.435482400075237530e-01
1.190290658291457276e-01 6.344686042703102657e-01
1.234375497487437273e-01 6.192845859146708376e-01
1.278460336683417131e-01 6.009950679659834538e-01
1.322545175879397128e-01 5.838827818106366863e-01
1.366630015075376847e-01 5.736684597268639774e-01
1.410714854271356844e-01 5.635660860387143867e-01
1.454799693467336841e-01 5.538388159629084040e-01
1.498884532663316560e-01 5.441115458871024213e-01
1.542969371859296557e-01 5.366769060401004321e-01
1.587054211055276554e-01 5.298669155184912993e-01
1.631139050251256273e-01 5.230569249968821666e-01
1.675223889447236270e-01 5.174435291610739451e-01
1.719308728643216266e-01 5.124916538112177511e-01
1.763393567839195986e-01 5.075397784613614460e-01
1.807478407035175982e-01 5.025879031115052520e-01
1.851563246231155979e-01 5.003519692568935140e-01
1.895648085427135698e-01 4.987805115280713464e-01
1.939732924623115695e-01 4.972090537992491788e-01
1.983817763819095692e-01 4.956375960704270112e-01
2.027902603015075411e-01 4.950236156575397728e-01
2.071987442211055408e-01 4.970664800742946587e-01
2.116072281407035405e-01 4.991093444910494892e-01
2.160157120603015124e-01 5.011522089078043196e-01
2.204241959798995121e-01 5.016145313815180140e-01
2.248326798994974840e-01 5.016145313815180140e-01
2.292411638190954837e-01 5.016145313815180140e-01
2.336496477386934834e-01 5.016145313815180140e-01
2.380581316582914553e-01 5.016145313815180140e-01
2.424666155778894827e-01 4.999269701390567922e-01
2.468750994974874546e-01 4.967842117565018367e-01
2.512835834170854543e-01 4.936414533739467703e-01
2.556920673366834262e-01 4.904986949913917593e-01
2.601005512562813982e-01 4.873559366088368039e-01
2.645090351758794256e-01 4.811709577556150252e-01
2.689175190954773975e-01 4.749805529563980167e-01
2.733260030150753694e-01 4.687901481571810081e-01
2.777344869346733969e-01 4.622332304575432760e-01
2.821429708542713688e-01 4.537216123912111154e-01
2.865514547738693407e-01 4.452099943248788994e-01
2.909599386934673682e-01 4.379969828080585437e-01
2.953684226130653401e-01 4.330444249711493665e-01
2.997769065326633120e-01 4.280918671342402448e-01
3.041853904522613394e-01 4.231393092973310677e-01
3.085938743718593114e-01 4.178622991410096965e-01
3.130023582914572833e-01 4.122912078188386564e-01
3.174108422110553107e-01 4.067201164966675053e-01
3.218193261306532826e-01 4.011490251744964097e-01
3.262278100502512546e-01 4.000109541273948466e-01
3.306362939698492820e-01 4.009187228648061763e-01
3.350447778894472539e-01 4.018264916022174504e-01
3.394532618090452258e-01 4.027342603396287801e-01
3.438617457286432533e-01 4.036420290770401098e-01
3.482702296482412252e-01 4.064290202720367562e-01
3.526787135678391971e-01 4.115360983583307708e-01
3.570871974874372246e-01 4.166431764446248409e-01
3.614956814070351965e-01 4.198005213640562117e-01
3.659041653266331684e-01 4.219285599387578301e-01
3.703126492462311958e-01 4.240565985134595040e-01
3.747211331658291678e-01 4.261846370881611223e-01
3.791296170854271397e-01 4.283126756628627407e-01
3.835381010050251671e-01 4.304221762986348288e-01
3.879465849246231390e-01 4.322793367379894613e-01
3.923550688442211110e-01 4.341364971773440384e-01
3.967635527638191384e-01 4.359936576166987265e-01
4.011720366834171103e-01 4.373300500972537863e-01
4.055805206030150822e-01 4.369042815125711021e-01
4.099890045226131097e-01 4.364785129278883624e-01
4.143974884422110816e-01 4.360527443432056227e-01
4.188059723618090535e-01 4.356269757585229385e-01
4.232144562814070810e-01 4.352012071738401988e-01
4.276229402010050529e-01 4.335915068112972115e-01
4.320314241206030248e-01 4.313217989662765928e-01
4.364399080402009967e-01 4.290520911212559740e-01
4.408483919597990242e-01 4.267823832762352998e-01
4.452568758793969961e-01 4.245126754312146811e-01
4.496653597989949680e-01 4.223003926092699922e-01
4.540738437185929954e-01 4.201723540345683738e-01
4.584823276381909674e-01 4.180443154598667554e-01
4.628908115577889393e-01 4.159162768851651371e-01
4.672992954773869667e-01 4.137882383104634632e-01
4.717077793969849386e-01 4.116601997357618448e-01
4.761162633165829106e-01 4.098076165326477449e-01
4.805247472361809380e-01 4.080157868534032284e-01
4.849332311557789099e-01 4.062239571741587674e-01
4.893417150753768818e-01 4.044321274949143064e-01
4.937501989949749093e-01 4.026402978156697898e-01
4.981586829145728257e-01 4.008484681364253288e-01
5.025671668341709086e-01 3.988471444077134054e-01
5.069756507537688250e-01 3.959287124925262580e-01
5.113841346733668525e-01 3.930102805773389996e-01
5.157926185929648799e-01 3.900918486621517967e-01
5.202011025125627963e-01 3.871734167469645937e-01
5.246095864321608238e-01 3.846178033636044602e-01
5.290180703517588512e-01 3.829155333735855260e-01
5.334265542713567676e-01 3.812132633835666473e-01
5.378350381909547950e-01 3.795109933935477131e-01
5.422435221105528225e-01 3.778087234035287789e-01
5.466520060301507389e-01 3.761064534135099002e-01
5.510604899497487663e-01 3.741008539710610203e-01
5.554689738693467937e-01 3.719727289785492164e-01
5.598774577889447102e-01 3.698446039860375234e-01
5.642859417085427376e-01 3.677164789935257194e-01
5.686944256281407650e-01 3.655883540010139154e-01
5.731029095477386814e-01 3.635267460620691948e-01
5.775113934673367089e-01 3.619246019468690956e-01
5.819198773869347363e-01 3.603224578316689963e-01
5.863283613065326527e-01 3.587203137164688971e-01
5.907368452261306802e-01 3.571181696012687978e-01
5.951453291457287076e-01 3.555160254860686986e-01
5.995538130653266240e-01 3.540575357085796182e-01
6.039622969849246514e-01 3.532062666554515173e-01
6.083707809045226789e-01 3.523549976023234165e-01
6.127792648241205953e-01 3.515037285491953156e-01
6.171877487437186227e-01 3.506524594960671593e-01
6.215962326633166501e-01 3.498011904429390584e-01
6.260047165829145666e-01 3.483661069516837405e-01
6.304132005025125940e-01 3.465502834753688699e-01
6.348216844221106214e-01 3.447344599990539438e-01
6.392301683417085378e-01 3.429186365227390731e-01
6.436386522613065653e-01 3.411028130464241470e-01
6.480471361809045927e-01 3.396425726042188731e-01
6.524556201005025091e-01 3.387915716673279287e-01
6.568641040201005366e-01 3.379405707304369288e-01
6.612725879396985640e-01 3.370895697935459290e-01
6.656810718592964804e-01 3.362385688566549846e-01
6.700895557788945078e-01 3.353875679197639847e-01
6.744980396984925353e-01 3.342621674411729860e-01
6.789065236180904517e-01 3.330604962682982007e-01
6.833150075376884791e-01 3.318588250954233598e-01
6.877234914572865065e-01 3.306571539225485190e-01
6.921319753768844230e-01 3.294554827496737337e-01
6.965404592964824504e-01 3.282538115767989484e-01
7.009489432160804778e-01 3.268554590846145524e-01
7.053574271356783942e-01 3.254216753692508179e-01
7.097659110552764217e-01 3.239878916538870834e-01
7.141743949748744491e-01 3.225541079385233489e-01
7.185828788944723655e-01 3.211203242231596700e-01
7.229913628140703930e-01 3.196865405077959355e-01
7.273998467336684204e-01 3.182864519961980387e-01
7.318083306532663368e-01 3.170099505908618998e-01
7.362168145728643642e-01 3.157334491855256497e-01
7.406252984924623917e-01 3.144569477801894553e-01
7.450337824120603081e-01 3.131804463748532608e-01
7.494422663316583355e-01 3.119039449695170663e-01
7.538507502512563629e-01 3.108460029692948212e-01
7.582592341708542794e-01 3.099174227496175327e-01
7.626677180904523068e-01 3.089888425299401886e-01
7.670762020100503342e-01 3.080602623102629001e-01
7.714846859296482506e-01 3.071316820905855560e-01
7.758931698492462781e-01 3.062031018709082675e-01
7.803016537688443055e-01 3.052745216512309234e-01
